scale_label,official_id,run_phase,candidate_id,candidate_key,component_count,component_names,total_n_returned,total_execution_time_millis,total_keys_examined,total_docs_examined,max_execution_time_millis,max_keys_examined,max_docs_examined,stage_list,index_names,collection_names,used_disk_any,all_execution_success,has_IXSCAN,has_COLLSCAN,has_FETCH,has_SORT,has_LIMIT,has_PROJECTION,has_OR,has_AND_HASH,has_AND_SORTED,has_GROUP,has_LOOKUP,has_UNWIND,has_MATCH,has_ADD_FIELDS,has_PROJECT,count_IXSCAN,count_COLLSCAN,count_FETCH,count_SORT,count_LIMIT,count_PROJECTION,count_OR,count_AND_HASH,count_AND_SORTED,count_GROUP,count_LOOKUP,count_UNWIND,count_MATCH,count_ADD_FIELDS,count_PROJECT
sf0.1,IC3,cold,ldbc_snb_ic3_g7_a1750f34,ldbc_snb_ic3_g7_a1750f34,3,ic3_ref_knows_in|ic3_ref_knows_out|ic3_ref_root_person,4,0,4,4,0,3,3,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g7_a1750f34.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g7_a1750f34.persons,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0
sf0.1,IC3,cold,ldbc_snb_ic3_g9_75aa81cd,ldbc_snb_ic3_g9_75aa81cd,10,ic3_summary_comments_count_lookup|ic3_summary_knows_in_exact|ic3_summary_knows_out_exact|ic3_summary_posts_count_lookup|ic3_summary_root|ic3_summary_root_person,125,0,125,125,0,20,20,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,creator_person_id_1|person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.comments|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.persons|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.phys_ldbc_snb_ic3_g9_75aa81cd_root_summary|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.posts,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0
sf0.1,IC3,hot,ldbc_snb_ic3_g0_f7817cbe,ldbc_snb_ic3_g0_f7817cbe,3,ic3_ref_knows_in|ic3_ref_knows_out|ic3_ref_root_person,4,0,4,4,0,3,3,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g0_f7817cbe.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g0_f7817cbe.persons,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0
sf0.1,IC3,hot,ldbc_snb_ic3_g3_f4732bc1,ldbc_snb_ic3_g3_f4732bc1,10,ic3_summary_comments_count_lookup|ic3_summary_knows_in_exact|ic3_summary_knows_out_exact|ic3_summary_posts_count_lookup|ic3_summary_root|ic3_summary_root_person,125,0,125,125,0,20,20,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,creator_person_id_1|person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g3_f4732bc1.comments|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g3_f4732bc1.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g3_f4732bc1.persons|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g3_f4732bc1.phys_ldbc_snb_ic3_g3_f4732bc1_root_summary|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g3_f4732bc1.posts,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0
sf0.1,IC3,hot,ldbc_snb_ic3_g7_a1750f34,ldbc_snb_ic3_g7_a1750f34,3,ic3_ref_knows_in|ic3_ref_knows_out|ic3_ref_root_person,4,0,4,4,0,3,3,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g7_a1750f34.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g7_a1750f34.persons,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0
sf0.1,IC3,hot,ldbc_snb_ic3_g9_75aa81cd,ldbc_snb_ic3_g9_75aa81cd,10,ic3_summary_comments_count_lookup|ic3_summary_knows_in_exact|ic3_summary_knows_out_exact|ic3_summary_posts_count_lookup|ic3_summary_root|ic3_summary_root_person,125,0,125,125,0,20,20,DB|EQ|EXPRESS_IXSCAN|FETCH|IXSCAN|LIMIT,creator_person_id_1|person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.comments|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.persons|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.phys_ldbc_snb_ic3_g9_75aa81cd_root_summary|ldbc_snb_phys_sf0_1_ldbc_snb_ic3_g9_75aa81cd.posts,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0
sf0.1,IC4,cold,ldbc_snb_ic4_g0_54d8940c,ldbc_snb_ic4_g0_54d8940c,4,ic4_g0_knows_in|ic4_g0_knows_out|ic4_post_has_tag|ic4_posts_by_friends,41,0,540,530,0,512,509,DB|EQ|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1|person1_id_1|person2_id_1|post_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g0_54d8940c.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g0_54d8940c.post_has_tag|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g0_54d8940c.posts,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,9,0,9,2,7,0,0,0,0,0,0,0,0,0,0
sf0.1,IC4,cold,ldbc_snb_ic4_g3_00df9f3e,ldbc_snb_ic4_g3_00df9f3e,5,ic4_g3_knows_in_exact|ic4_g3_knows_out_exact|ic4_g3_root_summary|ic4_post_has_tag|ic4_posts_by_friends,42,0,541,531,0,512,509,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1|person1_id_1|person2_id_1|post_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.phys_ldbc_snb_ic4_g3_00df9f3e_root_summary|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.post_has_tag|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.posts,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,9,0,9,2,7,0,0,0,0,0,0,0,0,0,0
sf0.1,IC4,hot,ldbc_snb_ic4_g0_54d8940c,ldbc_snb_ic4_g0_54d8940c,4,ic4_g0_knows_in|ic4_g0_knows_out|ic4_post_has_tag|ic4_posts_by_friends,41,3,540,530,3,512,509,DB|EQ|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1|person1_id_1|person2_id_1|post_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g0_54d8940c.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g0_54d8940c.post_has_tag|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g0_54d8940c.posts,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,9,0,9,2,7,0,0,0,0,0,0,0,0,0,0
sf0.1,IC4,hot,ldbc_snb_ic4_g3_00df9f3e,ldbc_snb_ic4_g3_00df9f3e,5,ic4_g3_knows_in_exact|ic4_g3_knows_out_exact|ic4_g3_root_summary|ic4_post_has_tag|ic4_posts_by_friends,42,1,541,531,1,512,509,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1|person1_id_1|person2_id_1|post_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.phys_ldbc_snb_ic4_g3_00df9f3e_root_summary|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.post_has_tag|ldbc_snb_phys_sf0_1_ldbc_snb_ic4_g3_00df9f3e.posts,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,9,0,9,2,7,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,cold,ldbc_snb_ic5_g0_f44bd6f8,ldbc_snb_ic5_g0_f44bd6f8,3,ic5_ref_forum_memberships|ic5_ref_knows_in|ic5_ref_knows_out,45,0,46,45,0,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g0_f44bd6f8.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g0_f44bd6f8.person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,cold,ldbc_snb_ic5_g3_45734260,ldbc_snb_ic5_g3_45734260,4,ic5_summary_forum_memberships_exact|ic5_summary_knows_in_exact|ic5_summary_knows_out_exact|ic5_summary_root,46,0,47,46,0,21,20,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g3_45734260.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g3_45734260.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g3_45734260.phys_ldbc_snb_ic5_g3_45734260_root_summary,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,cold,ldbc_snb_ic5_g4_69144c92,ldbc_snb_ic5_g4_69144c92,4,ic5_g4_edge_forum_memberships|ic5_g4_edge_forum_posts|ic5_g4_edge_knows_in|ic5_g4_edge_knows_out,65,1,66,65,1,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,source_id_1|source_id_1_creation_date_-1|target_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g4_69144c92.phys_ldbc_snb_ic5_g4_69144c92_edge_forum_container_of_post|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g4_69144c92.phys_ldbc_snb_ic5_g4_69144c92_edge_forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g4_69144c92.phys_ldbc_snb_ic5_g4_69144c92_edge_person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,cold,ldbc_snb_ic5_g6_733601c1,ldbc_snb_ic5_g6_733601c1,4,ic5_g6_rev_forum_memberships|ic5_g6_rev_forum_posts|ic5_g6_rev_knows_lookup|ic5_g6_rev_knows_referenced,65,0,66,65,0,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,lookup_id_1|lookup_id_1_creation_date_-1|referenced_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g6_733601c1.phys_ldbc_snb_ic5_g6_733601c1_rev_forum_container_of_post|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g6_733601c1.phys_ldbc_snb_ic5_g6_733601c1_rev_forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g6_733601c1.phys_ldbc_snb_ic5_g6_733601c1_rev_person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,cold,ldbc_snb_ic5_g7_a2002d4c,ldbc_snb_ic5_g7_a2002d4c,3,ic5_ref_forum_memberships|ic5_ref_knows_in|ic5_ref_knows_out,45,0,46,45,0,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g7_a2002d4c.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g7_a2002d4c.person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,cold,ldbc_snb_ic5_g9_7a7a63d2,ldbc_snb_ic5_g9_7a7a63d2,4,ic5_summary_forum_memberships_exact|ic5_summary_knows_in_exact|ic5_summary_knows_out_exact|ic5_summary_root,46,0,47,46,0,21,20,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g9_7a7a63d2.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g9_7a7a63d2.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g9_7a7a63d2.phys_ldbc_snb_ic5_g9_7a7a63d2_root_summary,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,hot,ldbc_snb_ic5_g0_f44bd6f8,ldbc_snb_ic5_g0_f44bd6f8,3,ic5_ref_forum_memberships|ic5_ref_knows_in|ic5_ref_knows_out,45,0,46,45,0,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g0_f44bd6f8.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g0_f44bd6f8.person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,hot,ldbc_snb_ic5_g3_45734260,ldbc_snb_ic5_g3_45734260,4,ic5_summary_forum_memberships_exact|ic5_summary_knows_in_exact|ic5_summary_knows_out_exact|ic5_summary_root,46,0,47,46,0,21,20,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g3_45734260.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g3_45734260.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g3_45734260.phys_ldbc_snb_ic5_g3_45734260_root_summary,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,hot,ldbc_snb_ic5_g4_69144c92,ldbc_snb_ic5_g4_69144c92,4,ic5_g4_edge_forum_memberships|ic5_g4_edge_forum_posts|ic5_g4_edge_knows_in|ic5_g4_edge_knows_out,65,0,66,65,0,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,source_id_1|source_id_1_creation_date_-1|target_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g4_69144c92.phys_ldbc_snb_ic5_g4_69144c92_edge_forum_container_of_post|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g4_69144c92.phys_ldbc_snb_ic5_g4_69144c92_edge_forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g4_69144c92.phys_ldbc_snb_ic5_g4_69144c92_edge_person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,hot,ldbc_snb_ic5_g6_733601c1,ldbc_snb_ic5_g6_733601c1,4,ic5_g6_rev_forum_memberships|ic5_g6_rev_forum_posts|ic5_g6_rev_knows_lookup|ic5_g6_rev_knows_referenced,65,0,66,65,0,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,lookup_id_1|lookup_id_1_creation_date_-1|referenced_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g6_733601c1.phys_ldbc_snb_ic5_g6_733601c1_rev_forum_container_of_post|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g6_733601c1.phys_ldbc_snb_ic5_g6_733601c1_rev_forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g6_733601c1.phys_ldbc_snb_ic5_g6_733601c1_rev_person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,hot,ldbc_snb_ic5_g7_a2002d4c,ldbc_snb_ic5_g7_a2002d4c,3,ic5_ref_forum_memberships|ic5_ref_knows_in|ic5_ref_knows_out,45,0,46,45,0,21,20,DB|EQ|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g7_a2002d4c.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g7_a2002d4c.person_knows_person,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
sf0.1,IC5,hot,ldbc_snb_ic5_g9_7a7a63d2,ldbc_snb_ic5_g9_7a7a63d2,4,ic5_summary_forum_memberships_exact|ic5_summary_knows_in_exact|ic5_summary_knows_out_exact|ic5_summary_root,46,0,47,46,0,21,20,DB|EQ|EXPRESS_IXSCAN|FETCH|IN|IXSCAN|LIMIT,person1_id_1|person2_id_1|person_id_1|root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g9_7a7a63d2.forum_has_member_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g9_7a7a63d2.person_knows_person|ldbc_snb_phys_sf0_1_ldbc_snb_ic5_g9_7a7a63d2.phys_ldbc_snb_ic5_g9_7a7a63d2_root_summary,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0
