scale_label,official_id,run_phase,candidate_id,candidate_key,g_class_from_file,component_order,component_name,json_path,execution_success,n_returned,execution_time_millis,total_keys_examined,total_docs_examined,namespace,command_type,ok,stage_list,index_names,collection_names,used_disk_any,has_IXSCAN,has_COLLSCAN,has_FETCH,has_SORT,has_LIMIT,has_PROJECTION,has_OR,has_AND_HASH,has_AND_SORTED,has_GROUP,has_LOOKUP,has_UNWIND,has_MATCH,has_ADD_FIELDS,has_PROJECT,count_IXSCAN,count_COLLSCAN,count_FETCH,count_SORT,count_LIMIT,count_PROJECTION,count_OR,count_AND_HASH,count_AND_SORTED,count_GROUP,count_LOOKUP,count_UNWIND,count_MATCH,count_ADD_FIELDS,count_PROJECT
sf0.1,IC1,hot,ldbc_snb_ic1_g0_6aac8974,ldbc_snb_ic1_g0_6aac8974,G0,3,ic1_g0_persons_by_first_name,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic1_hot/query_plan_raw_json/ldbc_snb_ic1_g0_6aac8974_3_ic1_g0_persons_by_first_name.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g0_6aac8974.persons,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,first_name_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g0_6aac8974.persons,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC1,hot,ldbc_snb_ic1_g3_89a97e97,ldbc_snb_ic1_g3_89a97e97,G3,0,ic1_g3_root_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic1_hot/query_plan_raw_json/ldbc_snb_ic1_g3_89a97e97_0_ic1_g3_root_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g3_89a97e97.phys_ldbc_snb_ic1_g3_89a97e97_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g3_89a97e97.phys_ldbc_snb_ic1_g3_89a97e97_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf0.1,IC1,hot,ldbc_snb_ic1_g3_89a97e97,ldbc_snb_ic1_g3_89a97e97,G3,1,ic1_g3_knows_reverse_fallback,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic1_hot/query_plan_raw_json/ldbc_snb_ic1_g3_89a97e97_1_ic1_g3_knows_reverse_fallback.json,True,0,0,0,0,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g3_89a97e97.person_knows_person,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,person2_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g3_89a97e97.person_knows_person,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC1,hot,ldbc_snb_ic1_g3_89a97e97,ldbc_snb_ic1_g3_89a97e97,G3,2,ic1_g3_persons_by_first_name,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic1_hot/query_plan_raw_json/ldbc_snb_ic1_g3_89a97e97_2_ic1_g3_persons_by_first_name.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g3_89a97e97.persons,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,first_name_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic1_g3_89a97e97.persons,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,0,ic2_g0_knows_out,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_0_ic2_g0_knows_out.json,True,3,0,3,3,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,person1_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,1,ic2_g0_knows_in,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_1_ic2_g0_knows_in.json,True,0,0,0,0,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,person2_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,2,ic2_g0_posts_by_friends,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_2_ic2_g0_posts_by_friends.json,True,20,2,512,509,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.posts,find,1.0,DB|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.posts,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,3,ic2_g0_comments_by_friends,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_3_ic2_g0_comments_by_friends.json,True,20,4,1086,1083,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.comments,find,1.0,DB|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.comments,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,0,ic2_g3_root_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_0_ic2_g3_root_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,1,ic2_g3_friend_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_1_ic2_g3_friend_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,2,ic2_g3_friend_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_2_ic2_g3_friend_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,3,ic2_g3_friend_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_3_ic2_g3_friend_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,4,ic2_g3_knows_reverse_fallback,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_4_ic2_g3_knows_reverse_fallback.json,True,0,0,0,0,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.person_knows_person,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,person2_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.person_knows_person,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,5,ic2_g3_posts_by_friends,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_5_ic2_g3_posts_by_friends.json,True,20,1,512,509,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.posts,find,1.0,DB|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.posts,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,cold,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,6,ic2_g3_comments_by_friends,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_cold/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_6_ic2_g3_comments_by_friends.json,True,20,3,1086,1083,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.comments,find,1.0,DB|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.comments,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,hot,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,0,ic2_g0_knows_out,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_hot/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_0_ic2_g0_knows_out.json,True,3,0,3,3,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,person1_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,hot,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,1,ic2_g0_knows_in,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_hot/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_1_ic2_g0_knows_in.json,True,0,0,0,0,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,find,1.0,DB|EQ|FETCH|IXSCAN|LIMIT,person2_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.person_knows_person,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,hot,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,2,ic2_g0_posts_by_friends,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_hot/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_2_ic2_g0_posts_by_friends.json,True,20,1,512,509,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.posts,find,1.0,DB|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.posts,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,hot,ldbc_snb_ic2_g0_bcc20fff,ldbc_snb_ic2_g0_bcc20fff,G0,3,ic2_g0_comments_by_friends,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_hot/query_plan_raw_json/ldbc_snb_ic2_g0_bcc20fff_3_ic2_g0_comments_by_friends.json,True,20,4,1086,1083,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.comments,find,1.0,DB|FETCH|IN|IXSCAN|LIMIT|SORT,creation_date_1|creator_person_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g0_bcc20fff.comments,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,hot,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,0,ic2_g3_root_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_hot/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_0_ic2_g3_root_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,hot,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,1,ic2_g3_friend_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_hot/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_1_ic2_g3_friend_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf0.1,IC2,hot,ldbc_snb_ic2_g3_8f05f032,ldbc_snb_ic2_g3_8f05f032,G3,2,ic2_g3_friend_summary,/home/hudson/Documents/framework_test/ldbc_snb_benchmark/results/physical_benchmark/ldbc_snb_sf0_1_full_10cold_10hot/ic2_hot/query_plan_raw_json/ldbc_snb_ic2_g3_8f05f032_2_ic2_g3_friend_summary.json,True,1,0,1,1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,find,1.0,DB|EQ|EXPRESS_IXSCAN,root_id_1,ldbc_snb_phys_sf0_1_ldbc_snb_ic2_g3_8f05f032.phys_ldbc_snb_ic2_g3_8f05f032_root_summary,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
