benchmark_run_id,experiment_id,config_name,activated_class,benchmark_family,scale_factor,scale_label,mongo_db_name,selected_root,primary_collection,embedding_depth,embedding_variant,embedded_entities,snapshot_entities,referenced_entities,query_name,query_group,run_phase,phase_order,repetition,execution_status,error_message,start_ts,end_ts,latency_ms,success,documents_returned,documents_written,bytes_read_estimate,bytes_written_estimate,experiment_goal,query_group_order,execution_db_name,explain_verbosity,param_json,notes,n_components,sum_execution_time_ms,sum_n_returned,sum_total_docs_examined,sum_total_keys_examined,docs_per_returned_total,keys_per_returned_total,has_ixscan_any,has_collscan_any,has_fetch_any,has_sort_any,has_update_any,has_and_sorted_any,has_or_stage_any,has_projection_any,has_lookup_any,has_group_any,used_disk_any,all_stages,all_index_names,component_collections,unique_component_collection_count,sum_collection_count_unique,sum_collection_size_bytes_unique,sum_collection_storage_size_bytes_unique,sum_collection_total_index_size_bytes_unique,sum_collection_total_size_bytes_unique,max_collection_avg_obj_size_bytes,sum_estimated_docs_examined_bytes,sum_estimated_returned_bytes,estimated_examined_bytes_per_returned,max_docs_examined_collection_ratio,max_index_to_data_size_ratio
watchitem_g2_sf0.25__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g2_sf0.25,watchitem_g2,G2,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 12:13:44.459987+00:00,2026-05-28 12:13:44.467321+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,1137905888.0,224305152.0,334757888.0,559063040.0,364.0,728.0,728.0,364.0,6.412229403919155e-07,0.2941876753870879
watchitem_g2_sf0.25__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g2_sf0.25,watchitem_g2,G2,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 12:13:44.467466+00:00,2026-05-28 12:13:44.474762+00:00,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1137905888.0,224305152.0,334757888.0,559063040.0,364.0,364.0,0.0,,3.2061147019595773e-07,0.2941876753870879
watchitem_g3_sf0.25__primary__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g3_sf0.25,watchitem_g3,G3,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG10_AdvancedSearchWatchItems,primary,hot,2,1,completed,,2026-05-28 12:19:57.054998+00:00,2026-05-28 12:19:57.315743+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,248.0,17.0,10513.0,10513.0,618.4117647058823,618.4117647058823,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_1|release_year_1,watchitems,1,3119040.0,1292845779.0,229744640.0,334544896.0,564289536.0,414.0,4352382.0,7038.0,256022.4705882353,0.0033705883861701036,0.2587662824399414
watchitem_g3_sf0.25__primary__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g3_sf0.25,watchitem_g3,G3,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG3_RecommendationByGenreAndSubtype,primary,hot,2,1,completed,,2026-05-28 12:19:57.315977+00:00,2026-05-28 12:19:57.324788+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,21.0,21.0,1.05,1.05,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,1292845779.0,229744640.0,334544896.0,564289536.0,414.0,8694.0,8280.0,434.7,6.732840874115113e-06,0.2587662824399414
watchitem_g3_sf0.25__primary__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g3_sf0.25,watchitem_g3,G3,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG9_TopRatedSeriesByGenre,primary,hot,2,1,completed,,2026-05-28 12:19:57.324988+00:00,2026-05-28 12:19:57.381959+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,49.0,20.0,6311.0,6311.0,315.55,315.55,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,1292845779.0,229744640.0,334544896.0,564289536.0,414.0,2612754.0,8280.0,130637.7,0.002023378988406689,0.2587662824399414
watchitem_g3_sf0.25__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g3_sf0.25,watchitem_g3,G3,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 12:19:57.382185+00:00,2026-05-28 12:19:57.388299+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1292845779.0,229744640.0,334544896.0,564289536.0,414.0,414.0,414.0,414.0,3.2061147019595773e-07,0.2587662824399414
watchitem_g3_sf0.25__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g3_sf0.25,watchitem_g3,G3,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 12:19:57.388446+00:00,2026-05-28 12:19:57.395906+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,1292845779.0,229744640.0,334544896.0,564289536.0,414.0,828.0,828.0,414.0,6.412229403919155e-07,0.2587662824399414
watchitem_g3_sf0.25__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g3_sf0.25,watchitem_g3,G3,root_local_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 12:19:57.396050+00:00,2026-05-28 12:19:57.403061+00:00,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1292845779.0,229744640.0,334544896.0,564289536.0,414.0,414.0,0.0,,3.2061147019595773e-07,0.2587662824399414
watchitem_g4_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g4_sf0.25,watchitem_g4,G4,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 12:44:01.204118+00:00,2026-05-28 12:44:01.389573+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,175.0,17.0,10513.0,10513.0,618.4117647058823,618.4117647058823,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,3119040.0,3594614736.0,761565184.0,334499840.0,1096065024.0,1152.0,12110976.0,19584.0,712410.3529411765,0.0033705883861701036,0.09305582505128861
watchitem_g4_sf0.25__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g4_sf0.25,watchitem_g4,G4,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 12:44:01.389807+00:00,2026-05-28 12:44:01.396266+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,3119040.0,3594614736.0,761565184.0,334499840.0,1096065024.0,1152.0,1152.0,1152.0,1152.0,3.2061147019595773e-07,0.09305582505128861
watchitem_g4_sf0.25__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g4_sf0.25,watchitem_g4,G4,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 12:44:01.396415+00:00,2026-05-28 12:44:01.402400+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,3594614736.0,761565184.0,334499840.0,1096065024.0,1152.0,2304.0,2304.0,1152.0,6.412229403919155e-07,0.09305582505128861
watchitem_g4_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g4_sf0.25,watchitem_g4,G4,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 12:44:01.402549+00:00,2026-05-28 12:44:01.409482+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,21.0,21.0,1.05,1.05,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,3594614736.0,761565184.0,334499840.0,1096065024.0,1152.0,24192.0,23040.0,1209.6,6.732840874115113e-06,0.09305582505128861
watchitem_g4_sf0.25__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g4_sf0.25,watchitem_g4,G4,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 12:44:01.409635+00:00,2026-05-28 12:44:01.415680+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,3594614736.0,761565184.0,334499840.0,1096065024.0,1152.0,1152.0,0.0,,3.2061147019595773e-07,0.09305582505128861
watchitem_g4_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g4_sf0.25,watchitem_g4,G4,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 12:44:01.415826+00:00,2026-05-28 12:44:01.476092+00:00,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,51.0,20.0,6311.0,6311.0,315.55,315.55,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,3594614736.0,761565184.0,334499840.0,1096065024.0,1152.0,7270272.0,23040.0,363513.6,0.002023378988406689,0.09305582505128861
watchitem_g5_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g5_sf0.25,watchitem_g5,G5,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 13:14:15.866815+00:00,2026-05-28 13:14:16.055206+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,178.0,17.0,10513.0,10513.0,618.4117647058823,618.4117647058823,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,3119040.0,5466288338.0,1177542656.0,334766080.0,1512308736.0,1752.0,18418776.0,29784.0,1083457.4117647058,0.0033705883861701036,0.06124193589877183
