benchmark_run_id,experiment_id,config_name,activated_class,benchmark_family,scale_factor,scale_label,mongo_db_name,selected_root,primary_collection,embedding_depth,embedding_variant,embedded_entities,snapshot_entities,referenced_entities,query_name,query_group,run_phase,phase_order,repetition,execution_status,error_message,start_ts,end_ts,latency_ms,success,documents_returned,documents_written,bytes_read_estimate,bytes_written_estimate,experiment_goal,query_group_order,execution_db_name,explain_verbosity,param_json,notes,component_index,component_name,operation_type,collection_name,query_shape,projection_shape,sort_shape,limit,raw_explain_path,execution_time_ms,n_returned,total_docs_examined,total_keys_examined,docs_per_returned,keys_per_returned,winning_plan_stage,namespace,query_hash,plan_cache_key,rejected_plans_count,stages,index_names,has_ixscan,has_collscan,has_fetch,has_sort,has_limit,has_update,has_and_sorted,has_or_stage,has_projection,has_lookup,has_group,used_disk,collection_stats_ok,collection_stats_error,collection_count,collection_size_bytes,collection_avg_obj_size_bytes,collection_storage_size_bytes,collection_total_index_size_bytes,collection_total_size_bytes,collection_free_storage_size_bytes,collection_nindexes,collection_scale_factor,collection_index_sizes_json,estimated_docs_examined_bytes,estimated_returned_bytes,docs_examined_collection_ratio,index_to_data_size_ratio
watchitem_g6_sf0.25__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.266054+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,update_watchitem_metadata,update,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_25__QG7_UpdateWatchItemMetadata__c1_update_watchitem_metadata_json,0,0,1,1,,,UPDATE,imdb_exec_sf0_25.watchitems,0F9B88F2,7805709C,0,UPDATE|FETCH|IXSCAN,watchitem_id_1,True,False,True,False,False,True,False,False,False,False,False,False,True,,3119040.0,6892882728.0,2209.0,1505730560.0,334454784.0,1840185344.0,876544.0,9.0,1.0,"{""_id_"": 34275328, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",2209.0,0.0,3.2061147019595773e-07,0.04852175747041086
watchitem_g6_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.273440+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,top_rated_watchitems_by_genre,find,watchitems,"{""primary_genre"": ""Comedy"", ""title_type"": ""tvSeries""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_25__QG9_TopRatedSeriesByGenre__c1_top_rated_watchitems_by_genre_json,53,20,6311,6311,315.55,315.55,LIMIT,imdb_exec_sf0_25.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,3119040.0,6892882728.0,2209.0,1505730560.0,334454784.0,1840185344.0,876544.0,9.0,1.0,"{""_id_"": 34275328, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",13940999.0,44180.0,0.002023378988406689,0.04852175747041086
series_g7_sf0.25__control__QG1_WatchItemById__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG1_WatchItemById,control,hot,2,1,completed,,2026-05-28 13:50:19.542515+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,watchitem_by_id,find,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_25__QG1_WatchItemById__c1_watchitem_by_id_json,0,1,1,1,1.0,1.0,EXPRESS_IXSCAN,imdb_exec_sf0_25.watchitems,0F9B88F2,7805709C,0,EXPRESS_IXSCAN,watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334749696.0,542552064.0,1142784.0,9.0,1.0,"{""_id_"": 34570240, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",332.0,332.0,3.2061147019595773e-07,0.32303755592197714
series_g7_sf0.25__control__QG2_WatchItemByTitle__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG2_WatchItemByTitle,control,hot,2,1,completed,,2026-05-28 13:50:19.555153+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,watchitem_by_title,find,watchitems,"{""title"": ""The Shawshank Redemption""}",{},[],20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_25__QG2_WatchItemByTitle__c1_watchitem_by_title_json,0,2,2,2,1.0,1.0,LIMIT,imdb_exec_sf0_25.watchitems,D85AB534,E78EBB19,0,LIMIT|FETCH|IXSCAN,title_1,True,False,True,False,True,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334749696.0,542552064.0,1142784.0,9.0,1.0,"{""_id_"": 34570240, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",664.0,664.0,6.412229403919155e-07,0.32303755592197714
series_g7_sf0.25__control__QG7_UpdateWatchItemMetadata__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG7_UpdateWatchItemMetadata,control,hot,2,1,completed,,2026-05-28 13:50:19.562406+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,update_watchitem_metadata,update,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_25__QG7_UpdateWatchItemMetadata__c1_update_watchitem_metadata_json,0,0,1,1,,,UPDATE,imdb_exec_sf0_25.watchitems,0F9B88F2,7805709C,0,UPDATE|FETCH|IXSCAN,watchitem_id_1,True,False,True,False,False,True,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334749696.0,542552064.0,1142784.0,9.0,1.0,"{""_id_"": 34570240, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",332.0,0.0,3.2061147019595773e-07,0.32303755592197714
series_g7_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 13:50:19.569725+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,advanced_search_watchitems,find,watchitems,"{""avg_rating"": {""$gte"": 9.3}, ""primary_genre"": ""Drama"", ""release_year"": {""$gte"": ""1994""}, ""title"": {""$options"": ""i"", ""$regex"": ""The""}, ""title_type"": ""movie""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_25__QG10_AdvancedSearchWatchItems__c1_advanced_search_watchitems_json,167,17,10513,10513,618.4117647058823,618.4117647058823,LIMIT,imdb_exec_sf0_25.watchitems,03CA583E,1FDD4DFA,4,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,True,False,True,True,True,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334749696.0,542552064.0,1142784.0,9.0,1.0,"{""_id_"": 34570240, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",3490316.0,5644.0,0.0033705883861701036,0.32303755592197714
series_g7_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 13:50:19.745677+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,recommendation_by_genre_subtype,find,watchitems,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_25__QG3_RecommendationByGenreAndSubtype__c1_recommendation_by_genre_subtype_json,0,20,21,21,1.05,1.05,LIMIT,imdb_exec_sf0_25.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334749696.0,542552064.0,1142784.0,9.0,1.0,"{""_id_"": 34570240, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",6972.0,6640.0,6.732840874115113e-06,0.32303755592197714
series_g7_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:50:19.753523+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,top_rated_series_by_genre,find,series,"{""primary_genre"": ""Comedy""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_25__QG9_TopRatedSeriesByGenre__c1_top_rated_series_by_genre_json,5,20,76,76,3.8,3.8,LIMIT,imdb_exec_sf0_25.series,04337E81,1949B77B,1,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1,True,False,True,True,True,False,False,False,False,False,False,False,True,,186514.0,47484465.0,254.0,13512704.0,6967296.0,20480000.0,233472.0,4.0,1.0,"{""_id_"": 2048000, ""avg_rating_1"": 1269760, ""primary_genre_1"": 1044480, ""series_watchitem_id_1"": 2605056}",19304.0,5080.0,0.0004074761143935576,0.14672790353645135
series_g8_sf0.25__control__QG1_WatchItemById__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG1_WatchItemById,control,hot,2,1,completed,,2026-05-28 13:52:46.466881+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,watchitem_by_id,find,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g8_sf0_25__QG1_WatchItemById__c1_watchitem_by_id_json,0,1,1,1,1.0,1.0,EXPRESS_IXSCAN,imdb_exec_sf0_25.watchitems,0F9B88F2,7805709C,0,EXPRESS_IXSCAN,watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334737408.0,542539776.0,1142784.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",332.0,332.0,3.2061147019595773e-07,0.3230256978515006
series_g8_sf0.25__control__QG2_WatchItemByTitle__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG2_WatchItemByTitle,control,hot,2,1,completed,,2026-05-28 13:52:46.472133+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,watchitem_by_title,find,watchitems,"{""title"": ""The Shawshank Redemption""}",{},[],20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g8_sf0_25__QG2_WatchItemByTitle__c1_watchitem_by_title_json,0,2,2,2,1.0,1.0,LIMIT,imdb_exec_sf0_25.watchitems,D85AB534,E78EBB19,0,LIMIT|FETCH|IXSCAN,title_1,True,False,True,False,True,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334737408.0,542539776.0,1142784.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",664.0,664.0,6.412229403919155e-07,0.3230256978515006
series_g8_sf0.25__control__QG7_UpdateWatchItemMetadata__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG7_UpdateWatchItemMetadata,control,hot,2,1,completed,,2026-05-28 13:52:46.476867+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,update_watchitem_metadata,update,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g8_sf0_25__QG7_UpdateWatchItemMetadata__c1_update_watchitem_metadata_json,0,0,1,1,,,UPDATE,imdb_exec_sf0_25.watchitems,0F9B88F2,7805709C,0,UPDATE|FETCH|IXSCAN,watchitem_id_1,True,False,True,False,False,True,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334737408.0,542539776.0,1142784.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",332.0,0.0,3.2061147019595773e-07,0.3230256978515006
series_g8_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 13:52:46.481679+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,advanced_search_watchitems,find,watchitems,"{""avg_rating"": {""$gte"": 9.3}, ""primary_genre"": ""Drama"", ""release_year"": {""$gte"": ""1994""}, ""title"": {""$options"": ""i"", ""$regex"": ""The""}, ""title_type"": ""movie""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g8_sf0_25__QG10_AdvancedSearchWatchItems__c1_advanced_search_watchitems_json,75,17,10513,10513,618.4117647058823,618.4117647058823,LIMIT,imdb_exec_sf0_25.watchitems,03CA583E,1FDD4DFA,4,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,True,False,True,True,True,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334737408.0,542539776.0,1142784.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",3490316.0,5644.0,0.0033705883861701036,0.3230256978515006
series_g8_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 13:52:46.563036+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,recommendation_by_genre_subtype,find,watchitems,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g8_sf0_25__QG3_RecommendationByGenreAndSubtype__c1_recommendation_by_genre_subtype_json,0,20,21,21,1.05,1.05,LIMIT,imdb_exec_sf0_25.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207802368.0,334737408.0,542539776.0,1142784.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",6972.0,6640.0,6.732840874115113e-06,0.3230256978515006
series_g8_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:52:46.568608+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,top_rated_series_by_genre,find,series,"{""primary_genre"": ""Comedy""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g8_sf0_25__QG9_TopRatedSeriesByGenre__c1_top_rated_series_by_genre_json,1,20,76,76,3.8,3.8,LIMIT,imdb_exec_sf0_25.series,04337E81,1949B77B,1,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1,True,False,True,True,True,False,False,False,False,False,False,False,True,,186514.0,252692284.0,1354.0,33792000.0,5926912.0,39718912.0,0.0,4.0,1.0,"{""_id_"": 1007616, ""avg_rating_1"": 1269760, ""primary_genre_1"": 1044480, ""series_watchitem_id_1"": 2605056}",102904.0,27080.0,0.0004074761143935576,0.0234550572980693
series_g9_sf0.25__control__QG1_WatchItemById__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG1_WatchItemById,control,hot,2,1,completed,,2026-05-28 13:55:15.276042+00:00,,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,watchitem_by_id,find,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g9_sf0_25__QG1_WatchItemById__c1_watchitem_by_id_json,0,1,1,1,1.0,1.0,EXPRESS_IXSCAN,imdb_exec_sf0_25.watchitems,0F9B88F2,7805709C,0,EXPRESS_IXSCAN,watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207790080.0,334737408.0,542527488.0,1130496.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",332.0,332.0,3.2061147019595773e-07,0.3230256978515006
series_g9_sf0.25__control__QG2_WatchItemByTitle__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG2_WatchItemByTitle,control,hot,2,1,completed,,2026-05-28 13:55:15.282890+00:00,,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,watchitem_by_title,find,watchitems,"{""title"": ""The Shawshank Redemption""}",{},[],20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g9_sf0_25__QG2_WatchItemByTitle__c1_watchitem_by_title_json,0,2,2,2,1.0,1.0,LIMIT,imdb_exec_sf0_25.watchitems,D85AB534,E78EBB19,0,LIMIT|FETCH|IXSCAN,title_1,True,False,True,False,True,False,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207790080.0,334737408.0,542527488.0,1130496.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",664.0,664.0,6.412229403919155e-07,0.3230256978515006
series_g9_sf0.25__control__QG7_UpdateWatchItemMetadata__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG7_UpdateWatchItemMetadata,control,hot,2,1,completed,,2026-05-28 13:55:15.291261+00:00,,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,update_watchitem_metadata,update,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g9_sf0_25__QG7_UpdateWatchItemMetadata__c1_update_watchitem_metadata_json,0,0,1,1,,,UPDATE,imdb_exec_sf0_25.watchitems,0F9B88F2,7805709C,0,UPDATE|FETCH|IXSCAN,watchitem_id_1,True,False,True,False,False,True,False,False,False,False,False,False,True,,3119040.0,1036256280.0,332.0,207790080.0,334737408.0,542527488.0,1130496.0,9.0,1.0,"{""_id_"": 34557952, ""avg_rating_1"": 21393408, ""num_votes_1"": 20254720, ""primary_genre_1"": 17137664, ""release_year_1"": 17936384, ""title_1"": 59826176, ""title_text"": 105414656, ""title_type_1"": 15495168, ""watchitem_id_1"": 42721280}",332.0,0.0,3.2061147019595773e-07,0.3230256978515006
