benchmark_run_id,experiment_id,config_name,activated_class,benchmark_family,scale_factor,scale_label,mongo_db_name,selected_root,primary_collection,embedding_depth,embedding_variant,embedded_entities,snapshot_entities,referenced_entities,query_name,query_group,run_phase,phase_order,repetition,execution_status,error_message,start_ts,end_ts,latency_ms,success,documents_returned,documents_written,bytes_read_estimate,bytes_written_estimate,experiment_goal,query_group_order,execution_db_name,explain_verbosity,param_json,notes,component_index,component_name,operation_type,collection_name,query_shape,projection_shape,sort_shape,limit,raw_explain_path,execution_time_ms,n_returned,total_docs_examined,total_keys_examined,docs_per_returned,keys_per_returned,winning_plan_stage,namespace,query_hash,plan_cache_key,rejected_plans_count,stages,index_names,has_ixscan,has_collscan,has_fetch,has_sort,has_limit,has_update,has_and_sorted,has_or_stage,has_projection,has_lookup,has_group,used_disk,collection_stats_ok,collection_stats_error,collection_count,collection_size_bytes,collection_avg_obj_size_bytes,collection_storage_size_bytes,collection_total_index_size_bytes,collection_total_size_bytes,collection_free_storage_size_bytes,collection_nindexes,collection_scale_factor,collection_index_sizes_json,estimated_docs_examined_bytes,estimated_returned_bytes,docs_examined_collection_ratio,index_to_data_size_ratio
watchitem_g2_sf0.5__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g2_sf0.5,watchitem_g2,G2,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 07:52:40.726322+00:00,,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g2_sf0_5__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,2,0,0,9299,,,COUNT,imdb_exec_sf0_5.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,4589137.0,1106484857.0,241.0,242200576.0,164691968.0,406892544.0,1171456.0,3.0,1.0,"{""_id_"": 50618368, ""episode_watchitem_id_1"": 62136320, ""series_watchitem_id_1"": 51937280}",0.0,0.0,0.0,0.1488424960884937
watchitem_g3_sf0.5__secondary_affected__QG6_EpisodesOfSeries__hot__r01,watchitem_g3_sf0.5,watchitem_g3,G3,root_local_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG6_EpisodesOfSeries,secondary_affected,hot,2,1,completed,,2026-05-29 08:08:02.747077+00:00,,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g3_sf0_5__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,1,0,0,9299,,,COUNT,imdb_exec_sf0_5.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,4589137.0,1106484857.0,241.0,242200576.0,164691968.0,406892544.0,1171456.0,3.0,1.0,"{""_id_"": 50618368, ""episode_watchitem_id_1"": 62136320, ""series_watchitem_id_1"": 51937280}",0.0,0.0,0.0,0.1488424960884937
watchitem_g4_sf0.5__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 09:01:37.273186+00:00,,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g4_sf0_5__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,1,0,0,9299,,,COUNT,imdb_exec_sf0_5.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,4589137.0,1106484857.0,241.0,242200576.0,164691968.0,406892544.0,1171456.0,3.0,1.0,"{""_id_"": 50618368, ""episode_watchitem_id_1"": 62136320, ""series_watchitem_id_1"": 51937280}",0.0,0.0,0.0,0.1488424960884937
watchitem_g5_sf0.5__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 10:06:21.067397+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g5_sf0_5__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,2,0,0,9299,,,COUNT,imdb_exec_sf0_5.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,4589137.0,1106484857.0,241.0,242200576.0,164691968.0,406892544.0,1171456.0,3.0,1.0,"{""_id_"": 50618368, ""episode_watchitem_id_1"": 62136320, ""series_watchitem_id_1"": 51937280}",0.0,0.0,0.0,0.1488424960884937
watchitem_g6_sf0.5__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g6_sf0.5,watchitem_g6,G6,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 11:11:16.584127+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g6_sf0_5__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,2,0,0,9299,,,COUNT,imdb_exec_sf0_5.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,4589137.0,1106484857.0,241.0,242200576.0,164691968.0,406892544.0,1171456.0,3.0,1.0,"{""_id_"": 50618368, ""episode_watchitem_id_1"": 62136320, ""series_watchitem_id_1"": 51937280}",0.0,0.0,0.0,0.1488424960884937
series_g7_sf0.5__primary__QG6_EpisodesOfSeries__hot__r01,series_g7_sf0.5,series_g7,G7,containment_family,0.5,sf0.5,imdb_mongo_sf0.5_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG6_EpisodesOfSeries,primary,hot,2,1,completed,,2026-05-29 11:25:34.911099+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/series_g7_sf0_5__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,2,0,0,9299,,,COUNT,imdb_exec_sf0_5.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,4589137.0,1106484857.0,241.0,242200576.0,164691968.0,406892544.0,1171456.0,3.0,1.0,"{""_id_"": 50618368, ""episode_watchitem_id_1"": 62136320, ""series_watchitem_id_1"": 51937280}",0.0,0.0,0.0,0.1488424960884937
series_g8_sf0.5__primary__QG6_EpisodesOfSeries__hot__r01,series_g8_sf0.5,series_g8,G8,containment_family,0.5,sf0.5,imdb_mongo_sf0.5_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG6_EpisodesOfSeries,primary,hot,2,1,completed,,2026-05-29 11:30:24.548038+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,series_embedded_episodes_lookup,find,series,"{""series_watchitem_id"": ""tt12164062""}","{""episodes_embedded"": 1}",[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/series_g8_sf0_5__QG6_EpisodesOfSeries__c1_series_embedded_episodes_lookup_json,1,1,1,1,1.0,1.0,LIMIT,imdb_exec_sf0_5.series,328CCE58,AE6720E1,0,LIMIT|PROJECTION_SIMPLE|FETCH|IXSCAN,series_watchitem_id_1,True,False,True,False,True,False,False,False,True,False,False,False,True,,230194.0,466765272.0,2027.0,83054592.0,8216576.0,91271168.0,970752.0,4.0,1.0,"{""_id_"": 2199552, ""avg_rating_1"": 1536000, ""primary_genre_1"": 1286144, ""series_watchitem_id_1"": 3194880}",2027.0,2027.0,4.344161880848328e-06,0.017603229059423256
series_g9_sf0.5__primary__QG6_EpisodesOfSeries__hot__r01,series_g9_sf0.5,series_g9,G9,containment_family,0.5,sf0.5,imdb_mongo_sf0.5_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG6_EpisodesOfSeries,primary,hot,2,1,completed,,2026-05-29 11:35:18.296658+00:00,,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf0_5,executionStats,"""tt12164062""",,1,series_embedded_episodes_lookup,find,series,"{""series_watchitem_id"": ""tt12164062""}","{""episodes_embedded"": 1}",[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/series_g9_sf0_5__QG6_EpisodesOfSeries__c1_series_embedded_episodes_lookup_json,0,1,1,1,1.0,1.0,LIMIT,imdb_exec_sf0_5.series,328CCE58,AE6720E1,0,LIMIT|PROJECTION_SIMPLE|FETCH|IXSCAN,series_watchitem_id_1,True,False,True,False,True,False,False,False,True,False,False,False,True,,230194.0,922060260.0,4005.0,191614976.0,6176768.0,197791744.0,1421312.0,4.0,1.0,"{""_id_"": 2502656, ""avg_rating_1"": 1536000, ""primary_genre_1"": 1286144, ""series_watchitem_id_1"": 851968}",4005.0,4005.0,4.344161880848328e-06,0.006698876708990799
watchitem_g0_sf1__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g0_sf1,watchitem_g0,G0,root_local_family,1.0,sf1,imdb_mongo_sf1_watchitem_g0,WatchItem,watchitems,0,baseline_document,[],[],"['Genre', 'Movie', 'Series', 'Episode', 'Role', 'Person']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 12:36:28.005833+00:00,,,,,,,,"Testar a configuração watchitem_g0 (G0) na família root_local_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf1,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g0_sf1__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,4,0,0,18594,,,COUNT,imdb_exec_sf1.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,9177015.0,2204544524.0,240.0,463667200.0,321019904.0,784687104.0,704512.0,3.0,1.0,"{""_id_"": 101142528, ""episode_watchitem_id_1"": 121630720, ""series_watchitem_id_1"": 98246656}",0.0,0.0,0.0,0.14561733750676564
watchitem_g2_sf1__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g2_sf1,watchitem_g2,G2,root_local_family,1.0,sf1,imdb_mongo_sf1_watchitem_g2,WatchItem,watchitems,1,shared_descriptor,['Genre'],[],"['Movie', 'Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 13:12:55.331066+00:00,,,,,,,,"Testar a configuração watchitem_g2 (G2) na família root_local_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf1,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g2_sf1__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,4,0,0,18594,,,COUNT,imdb_exec_sf1.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,9177015.0,2204544524.0,240.0,463667200.0,321019904.0,784687104.0,704512.0,3.0,1.0,"{""_id_"": 101142528, ""episode_watchitem_id_1"": 121630720, ""series_watchitem_id_1"": 98246656}",0.0,0.0,0.0,0.14561733750676564
watchitem_g3_sf1__secondary_affected__QG6_EpisodesOfSeries__hot__r01,watchitem_g3_sf1,watchitem_g3,G3,root_local_family,1.0,sf1,imdb_mongo_sf1_watchitem_g3,WatchItem,watchitems,1,structural_component,"['Episode', 'Movie', 'Series']",[],['Genre'],QG6_EpisodesOfSeries,secondary_affected,hot,2,1,completed,,2026-05-29 13:49:58.106060+00:00,,,,,,,,"Testar a configuração watchitem_g3 (G3) na família root_local_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf1,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g3_sf1__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,4,0,0,18594,,,COUNT,imdb_exec_sf1.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,9177015.0,2204544524.0,240.0,463667200.0,321019904.0,784687104.0,704512.0,3.0,1.0,"{""_id_"": 101142528, ""episode_watchitem_id_1"": 121630720, ""series_watchitem_id_1"": 98246656}",0.0,0.0,0.0,0.14561733750676564
watchitem_g4_sf1__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g4_sf1,watchitem_g4,G4,associative_family,1.0,sf1,imdb_mongo_sf1_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 15:53:49.987433+00:00,,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf1,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g4_sf1__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,3,0,0,18594,,,COUNT,imdb_exec_sf1.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,9177015.0,2204544524.0,240.0,463667200.0,321019904.0,784687104.0,704512.0,3.0,1.0,"{""_id_"": 101142528, ""episode_watchitem_id_1"": 121630720, ""series_watchitem_id_1"": 98246656}",0.0,0.0,0.0,0.14561733750676564
watchitem_g5_sf1__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g5_sf1,watchitem_g5,G5,associative_family,1.0,sf1,imdb_mongo_sf1_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 18:18:47.548970+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf1,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g5_sf1__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,4,0,0,18594,,,COUNT,imdb_exec_sf1.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,9177015.0,2204544524.0,240.0,463667200.0,321019904.0,784687104.0,704512.0,3.0,1.0,"{""_id_"": 101142528, ""episode_watchitem_id_1"": 121630720, ""series_watchitem_id_1"": 98246656}",0.0,0.0,0.0,0.14561733750676564
watchitem_g6_sf1__control__QG6_EpisodesOfSeries__hot__r01,watchitem_g6_sf1,watchitem_g6,G6,associative_family,1.0,sf1,imdb_mongo_sf1_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG6_EpisodesOfSeries,control,hot,2,1,completed,,2026-05-29 20:44:02.245183+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf1,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/watchitem_g6_sf1__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,6,0,0,18594,,,COUNT,imdb_exec_sf1.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,9177015.0,2204544524.0,240.0,463667200.0,321019904.0,784687104.0,704512.0,3.0,1.0,"{""_id_"": 101142528, ""episode_watchitem_id_1"": 121630720, ""series_watchitem_id_1"": 98246656}",0.0,0.0,0.0,0.14561733750676564
series_g7_sf1__primary__QG6_EpisodesOfSeries__hot__r01,series_g7_sf1,series_g7,G7,containment_family,1.0,sf1,imdb_mongo_sf1_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG6_EpisodesOfSeries,primary,hot,2,1,completed,,2026-05-29 21:19:29.443525+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf1,executionStats,"""tt12164062""",,1,count_episodes_by_series,count,episodes,"{""series_watchitem_id"": ""tt12164062""}",{},[],,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/series_g7_sf1__QG6_EpisodesOfSeries__c1_count_episodes_by_series_json,3,0,0,18594,,,COUNT,imdb_exec_sf1.episodes,CD31AABC,A39B17A6,0,COUNT|COUNT_SCAN,series_watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,9177015.0,2204544524.0,240.0,463667200.0,321019904.0,784687104.0,704512.0,3.0,1.0,"{""_id_"": 101142528, ""episode_watchitem_id_1"": 121630720, ""series_watchitem_id_1"": 98246656}",0.0,0.0,0.0,0.14561733750676564
series_g8_sf1__primary__QG6_EpisodesOfSeries__hot__r01,series_g8_sf1,series_g8,G8,containment_family,1.0,sf1,imdb_mongo_sf1_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG6_EpisodesOfSeries,primary,hot,2,1,completed,,2026-05-29 21:28:52.152187+00:00,,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf1,executionStats,"""tt12164062""",,1,series_embedded_episodes_lookup,find,series,"{""series_watchitem_id"": ""tt12164062""}","{""episodes_embedded"": 1}",[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/series_g8_sf1__QG6_EpisodesOfSeries__c1_series_embedded_episodes_lookup_json,2,1,1,1,1.0,1.0,LIMIT,imdb_exec_sf1.series,328CCE58,AE6720E1,0,LIMIT|PROJECTION_SIMPLE|FETCH|IXSCAN,series_watchitem_id_1,True,False,True,False,True,False,False,False,True,False,False,False,True,,287707.0,887705759.0,3085.0,123785216.0,9723904.0,133509120.0,659456.0,4.0,1.0,"{""_id_"": 2203648, ""avg_rating_1"": 1900544, ""primary_genre_1"": 1622016, ""series_watchitem_id_1"": 3997696}",3085.0,3085.0,3.4757583235722452e-06,0.010953971968092188
series_g9_sf1__primary__QG6_EpisodesOfSeries__hot__r01,series_g9_sf1,series_g9,G9,containment_family,1.0,sf1,imdb_mongo_sf1_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG6_EpisodesOfSeries,primary,hot,2,1,completed,,2026-05-29 21:38:22.349277+00:00,,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf1, avaliando queries primárias, secundárias afetadas e de controle.",1,imdb_exec_sf1,executionStats,"""tt12164062""",,1,series_embedded_episodes_lookup,find,series,"{""series_watchitem_id"": ""tt12164062""}","{""episodes_embedded"": 1}",[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_B_episodes/query_plan_raw_json/series_g9_sf1__QG6_EpisodesOfSeries__c1_series_embedded_episodes_lookup_json,3,1,1,1,1.0,1.0,LIMIT,imdb_exec_sf1.series,328CCE58,AE6720E1,0,LIMIT|PROJECTION_SIMPLE|FETCH|IXSCAN,series_watchitem_id_1,True,False,True,False,True,False,False,False,True,False,False,False,True,,287707.0,1790153938.0,6222.0,257343488.0,9650176.0,266993664.0,237568.0,4.0,1.0,"{""_id_"": 2129920, ""avg_rating_1"": 1900544, ""primary_genre_1"": 1622016, ""series_watchitem_id_1"": 3997696}",6222.0,6222.0,3.4757583235722452e-06,0.005390696182687726
