dataset,query_name,ablation_variant,full_schema_lens_g_classes,available_g_classes,selected_g_classes,removed_g_classes,removal_reasons,selected_count,full_count,has_relationship_semantics,is_deep_query,has_residual_traversal,has_high_update_pressure,has_high_sharedness_pressure,rule_note
fiben,Q3_SecuritiesHeldInEachFinancialServiceAccount,no_residual_traversal,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G5|G7,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,4,6,True,True,False,True,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,Q3_SecuritiesHeldInEachFinancialServiceAccount,no_sharedness,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G7|G9,G5,G5:removed_sharedness_sensitive_g_class,5,6,True,True,False,True,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,Q3_SecuritiesHeldInEachFinancialServiceAccount,no_update_volatility,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G5|G9,G7,G7:removed_update_sensitive_g_class,5,6,True,True,False,True,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,Q3_SecuritiesHeldInEachFinancialServiceAccount,no_relationship_semantics_no_depth,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G7|G9,G2|G3|G4|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class,2,6,True,True,False,True,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,full_schema_lens,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G5|G7|G9,,,6,6,True,True,False,True,True,Full SchemaLens measured space: all non-control benchmark groups.
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,no_relationship_semantics,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G4|G7|G9,G2|G3|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,3,6,True,True,False,True,True,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,no_depth,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G3|G5|G7|G9,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,4,6,True,True,False,True,True,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,no_residual_traversal,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G5|G7,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,4,6,True,True,False,True,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,no_sharedness,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G7|G9,G5,G5:removed_sharedness_sensitive_g_class,5,6,True,True,False,True,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,no_update_volatility,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G5|G9,G7,G7:removed_update_sensitive_g_class,5,6,True,True,False,True,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,no_relationship_semantics_no_depth,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G7|G9,G2|G3|G4|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class,2,6,True,True,False,True,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,Q5_ReportsAndMetricDataOfCompany,full_schema_lens,G2|G4|G9,CONTROL|G2|G4|G9,G2|G4|G9,,,3,3,True,True,False,False,True,Full SchemaLens measured space: all non-control benchmark groups.
fiben,Q5_ReportsAndMetricDataOfCompany,no_relationship_semantics,G2|G4|G9,CONTROL|G2|G4|G9,G4|G9,G2,G2:removed_semantic_g_class,2,3,True,True,False,False,True,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,Q5_ReportsAndMetricDataOfCompany,no_depth,G2|G4|G9,CONTROL|G2|G4|G9,G9,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,1,3,True,True,False,False,True,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,Q5_ReportsAndMetricDataOfCompany,no_residual_traversal,G2|G4|G9,CONTROL|G2|G4|G9,G2,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,1,3,True,True,False,False,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,Q5_ReportsAndMetricDataOfCompany,no_sharedness,G2|G4|G9,CONTROL|G2|G4|G9,G2|G4|G9,,,3,3,True,True,False,False,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,Q5_ReportsAndMetricDataOfCompany,no_update_volatility,G2|G4|G9,CONTROL|G2|G4|G9,G2|G4|G9,,,3,3,True,True,False,False,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,Q5_ReportsAndMetricDataOfCompany,no_relationship_semantics_no_depth,G2|G4|G9,CONTROL|G2|G4|G9,G9,G2|G4,G2:removed_semantic_g_class; G4:removed_depth_sensitive_g_class,1,3,True,True,False,False,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,Q6_TechUSListedSecuritiesWithHighLastTradedValue,full_schema_lens,G1|G3|G5|G7|G9,CONTROL|G1|G3|G5|G7|G9,G1|G3|G5|G7|G9,,,5,5,True,True,False,True,True,Full SchemaLens measured space: all non-control benchmark groups.
fiben,Q6_TechUSListedSecuritiesWithHighLastTradedValue,no_relationship_semantics,G1|G3|G5|G7|G9,CONTROL|G1|G3|G5|G7|G9,G7|G9,G1|G3|G5,G1:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,2,5,True,True,False,True,True,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,Q6_TechUSListedSecuritiesWithHighLastTradedValue,no_depth,G1|G3|G5|G7|G9,CONTROL|G1|G3|G5|G7|G9,G1|G3|G5|G7|G9,,,5,5,True,True,False,True,True,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,Q6_TechUSListedSecuritiesWithHighLastTradedValue,no_residual_traversal,G1|G3|G5|G7|G9,CONTROL|G1|G3|G5|G7|G9,G1|G3|G5|G7,G9,G9:removed_residual_or_reduction_sensitive_g_class,4,5,True,True,False,True,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,Q6_TechUSListedSecuritiesWithHighLastTradedValue,no_sharedness,G1|G3|G5|G7|G9,CONTROL|G1|G3|G5|G7|G9,G1|G3|G7|G9,G5,G5:removed_sharedness_sensitive_g_class,4,5,True,True,False,True,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,Q6_TechUSListedSecuritiesWithHighLastTradedValue,no_update_volatility,G1|G3|G5|G7|G9,CONTROL|G1|G3|G5|G7|G9,G1|G3|G5|G9,G7,G7:removed_update_sensitive_g_class,4,5,True,True,False,True,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,Q6_TechUSListedSecuritiesWithHighLastTradedValue,no_relationship_semantics_no_depth,G1|G3|G5|G7|G9,CONTROL|G1|G3|G5|G7|G9,G7|G9,G1|G3|G5,G1:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,2,5,True,True,False,True,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,Q7_PersonsWhoBoughtMoreIBMThanSold,full_schema_lens,G2|G3|G4|G5|G6|G7|G9,CONTROL|G2|G3|G4|G5|G6|G7|G9,G2|G3|G4|G5|G6|G7|G9,,,7,7,True,True,False,True,True,Full SchemaLens measured space: all non-control benchmark groups.
fiben,Q7_PersonsWhoBoughtMoreIBMThanSold,no_relationship_semantics,G2|G3|G4|G5|G6|G7|G9,CONTROL|G2|G3|G4|G5|G6|G7|G9,G4|G7|G9,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,3,7,True,True,False,True,True,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,Q7_PersonsWhoBoughtMoreIBMThanSold,no_depth,G2|G3|G4|G5|G6|G7|G9,CONTROL|G2|G3|G4|G5|G6|G7|G9,G3|G5|G6|G7|G9,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,5,7,True,True,False,True,True,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,Q7_PersonsWhoBoughtMoreIBMThanSold,no_residual_traversal,G2|G3|G4|G5|G6|G7|G9,CONTROL|G2|G3|G4|G5|G6|G7|G9,G2|G3|G5|G6|G7,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,5,7,True,True,False,True,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,Q7_PersonsWhoBoughtMoreIBMThanSold,no_sharedness,G2|G3|G4|G5|G6|G7|G9,CONTROL|G2|G3|G4|G5|G6|G7|G9,G2|G3|G4|G7|G9,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,5,7,True,True,False,True,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,Q7_PersonsWhoBoughtMoreIBMThanSold,no_update_volatility,G2|G3|G4|G5|G6|G7|G9,CONTROL|G2|G3|G4|G5|G6|G7|G9,G2|G3|G4|G5|G6|G9,G7,G7:removed_update_sensitive_g_class,6,7,True,True,False,True,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,Q7_PersonsWhoBoughtMoreIBMThanSold,no_relationship_semantics_no_depth,G2|G3|G4|G5|G6|G7|G9,CONTROL|G2|G3|G4|G5|G6|G7|G9,G7|G9,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,2,7,True,True,False,True,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,Q8_IBMTransactionsBelowAverageSellingPrice,full_schema_lens,G3|G5|G6|G7|G9,CONTROL|G3|G5|G6|G7|G9,G3|G5|G6|G7|G9,,,5,5,True,True,False,True,True,Full SchemaLens measured space: all non-control benchmark groups.
fiben,Q8_IBMTransactionsBelowAverageSellingPrice,no_relationship_semantics,G3|G5|G6|G7|G9,CONTROL|G3|G5|G6|G7|G9,G7|G9,G3|G5|G6,G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,2,5,True,True,False,True,True,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,Q8_IBMTransactionsBelowAverageSellingPrice,no_depth,G3|G5|G6|G7|G9,CONTROL|G3|G5|G6|G7|G9,G3|G5|G6|G7|G9,,,5,5,True,True,False,True,True,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,Q8_IBMTransactionsBelowAverageSellingPrice,no_residual_traversal,G3|G5|G6|G7|G9,CONTROL|G3|G5|G6|G7|G9,G3|G5|G6|G7,G9,G9:removed_residual_or_reduction_sensitive_g_class,4,5,True,True,False,True,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,Q8_IBMTransactionsBelowAverageSellingPrice,no_sharedness,G3|G5|G6|G7|G9,CONTROL|G3|G5|G6|G7|G9,G3|G7|G9,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,3,5,True,True,False,True,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,Q8_IBMTransactionsBelowAverageSellingPrice,no_update_volatility,G3|G5|G6|G7|G9,CONTROL|G3|G5|G6|G7|G9,G3|G5|G6|G9,G7,G7:removed_update_sensitive_g_class,4,5,True,True,False,True,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,Q8_IBMTransactionsBelowAverageSellingPrice,no_relationship_semantics_no_depth,G3|G5|G6|G7|G9,CONTROL|G3|G5|G6|G7|G9,G7|G9,G3|G5|G6,G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,2,5,True,True,False,True,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,Q9_PersonsWhoBoughtAndSoldSameStock,full_schema_lens,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G5|G7|G9,,,6,6,True,True,False,True,True,Full SchemaLens measured space: all non-control benchmark groups.
fiben,Q9_PersonsWhoBoughtAndSoldSameStock,no_relationship_semantics,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G4|G7|G9,G2|G3|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,3,6,True,True,False,True,True,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,Q9_PersonsWhoBoughtAndSoldSameStock,no_depth,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G3|G5|G7|G9,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,4,6,True,True,False,True,True,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,Q9_PersonsWhoBoughtAndSoldSameStock,no_residual_traversal,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G5|G7,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,4,6,True,True,False,True,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,Q9_PersonsWhoBoughtAndSoldSameStock,no_sharedness,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G7|G9,G5,G5:removed_sharedness_sensitive_g_class,5,6,True,True,False,True,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,Q9_PersonsWhoBoughtAndSoldSameStock,no_update_volatility,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G2|G3|G4|G5|G9,G7,G7:removed_update_sensitive_g_class,5,6,True,True,False,True,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,Q9_PersonsWhoBoughtAndSoldSameStock,no_relationship_semantics_no_depth,G2|G3|G4|G5|G7|G9,CONTROL|G2|G3|G4|G5|G7|G9,G7|G9,G2|G3|G4|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class,2,6,True,True,False,True,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,QG10_AdvancedSearchWatchItems,full_schema_lens,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,,,9,9,True,False,False,False,True,Full SchemaLens measured space: all non-control benchmark groups.
imdb,QG10_AdvancedSearchWatchItems,no_relationship_semantics,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G4|G7|G9,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,4,9,True,False,False,False,True,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,QG10_AdvancedSearchWatchItems,no_depth,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G5|G6|G7|G9,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,7,9,True,False,False,False,True,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,QG10_AdvancedSearchWatchItems,no_residual_traversal,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G5|G6|G7,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,6,9,True,False,False,False,True,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,QG10_AdvancedSearchWatchItems,no_sharedness,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G7|G8|G9,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,7,9,True,False,False,False,True,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,QG10_AdvancedSearchWatchItems,no_update_volatility,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G8|G9,G7,G7:removed_update_sensitive_g_class,8,9,True,False,False,False,True,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,QG10_AdvancedSearchWatchItems,no_relationship_semantics_no_depth,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G7|G9,G2|G3|G4|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,3,9,True,False,False,False,True,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,QG1_WatchItemById,full_schema_lens,G0|G2|G3|G4|G5|G6,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G2|G3|G4|G5|G6,,,6,6,False,False,True,False,False,Full SchemaLens measured space: all non-control benchmark groups.
imdb,QG1_WatchItemById,no_relationship_semantics,G0|G2|G3|G4|G5|G6,G0|G2|G3|G4|G5|G6|G7|G8|G9,G0|G4,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,2,6,False,False,True,False,False,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
