dataset,query_name,scale_label,run_phase,case_focus,why_selected,availability_status,query_family,query_type,selected_root,Rc,D,Re,DeltaRratio,dominant_semantic_type,dominant_semantic_detail,update_volatility_max,update_volatility_class,observed_sharedness_max,observed_sharedness_class,is_write_query,activated_g_classes,activation_evidence,measured_g_classes,measured_config_count,primary_g_classes,secondary_affected_g_classes,control_g_classes,global_best_config_id,global_best_g_class,global_best_g_label,global_best_benchmark_group,global_best_p95_ms,near_best_g_classes,schema_lens_best_config_id,schema_lens_best_g_class,schema_lens_best_g_label,schema_lens_best_benchmark_group,schema_lens_best_p95_ms,schema_lens_top1_preserved,schema_lens_near_best_preserved,schema_lens_relative_regret,random_k_diagnostic,ablation_summary,interpretation
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,sf10,hot,deep traversal,"Deep FIBEN traversal from Person through account, holding, security, and company. It is useful for explaining the role of depth and residual traversal.",available,Deep traversal,select,Person,4.0,4.0,0.0,1.0,mixed,"['association', 'containment', 'ownership']",1.0,high,0.2958825,medium,False,G2|G3|G4|G5|G7|G9,G2: active / active / The query touches containment relationships suitable for nested document structures. / Root with contained children; G3: active / active / The query touches associative relationships that may require embedded summaries or references. / Root with associated references; G4: active / active / The query has a deep traversal profile and benefits from a multi-level document structure. / Deep nested traversal document; G5: active / active / The query touches shared target entities; reference-oriented design or controlled duplication should be considered. / Shared target reference strategy; G7: active / active / The query touches update-volatile entities or is itself a write query; embedding decisions should consider update maintenance. / Update-aware document strategy; G9: active / active / The query has a design trade-off that should be validated through benchmark alternatives. / Benchmark-required trade-off candidate,CONTROL|G2|G3|G4|G5|G7|G9,7,G2|G3|G4|G5,G7|G9,CONTROL,q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references,G5,Shared target reference strategy,primary,4.308413300896064,G2|G4|G5,q4_companies_reached_from_person_through_account_holding_listed_security__g5__shared_targets_as_references,G5,Shared target reference strategy,primary,4.308413300896064,1,1,0.0,diagnostic_rows=1,"no_depth: top1=1.0, near=1.0, regret=0.0000, removed=G2|G4; no_relationship_semantics: top1=0.0, near=1.0, regret=0.0462, removed=G2|G3|G5; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=0.2496, removed=G2|G3|G4|G5; no_residual_traversal: top1=1.0, near=1.0, regret=0.0000, removed=G4|G9; no_sharedness: top1=0.0, near=1.0, regret=0.0462, removed=G5; no_update_volatility: top1=1.0, near=1.0, regret=0.0000, removed=G7","The query is rooted at Person and has semantic profile `mixed` with Rc=4.00, D=4.00, Re=0.00, and DeltaRratio=1.00. The depth signal is important because the workload traverses several conceptual hops; removing depth from the activation logic should therefore make the selected space less reliable. The high DeltaRratio indicates that the selected candidate can absorb most of the conceptual traversal, which supports testing embedded or containment-oriented alternatives. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The sharedness signal warns against interpreting embedding as automatically best, because highly shared entities can create duplication and maintenance pressure. The measured hot-run winner is G5 (Shared target reference strategy) from the `primary` group, with p95=4.3084 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G5 (Shared target reference strategy), with p95=4.3084 ms."
fiben,Q4_CompaniesReachedFromPersonThroughAccountHoldingListedSecurity,sf30,hot,deep traversal,"Deep FIBEN traversal from Person through account, holding, security, and company. It is useful for explaining the role of depth and residual traversal.",available,Deep traversal,select,Person,4.0,4.0,0.0,1.0,mixed,"['association', 'containment', 'ownership']",1.0,high,0.2958825,medium,False,G2|G3|G4|G5|G7|G9,G2: active / active / The query touches containment relationships suitable for nested document structures. / Root with contained children; G3: active / active / The query touches associative relationships that may require embedded summaries or references. / Root with associated references; G4: active / active / The query has a deep traversal profile and benefits from a multi-level document structure. / Deep nested traversal document; G5: active / active / The query touches shared target entities; reference-oriented design or controlled duplication should be considered. / Shared target reference strategy; G7: active / active / The query touches update-volatile entities or is itself a write query; embedding decisions should consider update maintenance. / Update-aware document strategy; G9: active / active / The query has a design trade-off that should be validated through benchmark alternatives. / Benchmark-required trade-off candidate,CONTROL|G2|G3|G4|G5|G7|G9,7,G2|G3|G4|G5,G7|G9,CONTROL,q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path,G4,Deep nested traversal document,primary,17.142359330318868,CONTROL|G2|G3|G4,q4_companies_reached_from_person_through_account_holding_listed_security__g4__deep_nested_path,G4,Deep nested traversal document,primary,17.142359330318868,1,1,0.0,diagnostic_rows=1,"no_depth: top1=0.0, near=1.0, regret=0.0147, removed=G2|G4; no_relationship_semantics: top1=1.0, near=1.0, regret=0.0000, removed=G2|G3|G5; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=0.0636, removed=G2|G3|G4|G5; no_residual_traversal: top1=0.0, near=1.0, regret=0.0147, removed=G4|G9; no_sharedness: top1=1.0, near=1.0, regret=0.0000, removed=G5; no_update_volatility: top1=1.0, near=1.0, regret=0.0000, removed=G7","The query is rooted at Person and has semantic profile `mixed` with Rc=4.00, D=4.00, Re=0.00, and DeltaRratio=1.00. The depth signal is important because the workload traverses several conceptual hops; removing depth from the activation logic should therefore make the selected space less reliable. The high DeltaRratio indicates that the selected candidate can absorb most of the conceptual traversal, which supports testing embedded or containment-oriented alternatives. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The sharedness signal warns against interpreting embedding as automatically best, because highly shared entities can create duplication and maintenance pressure. The measured hot-run winner is G4 (Deep nested traversal document) from the `primary` group, with p95=17.1424 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G4 (Deep nested traversal document), with p95=17.1424 ms."
ldbc_snb,IC1_TransitiveFriendsWithName,sf0.1,hot,official complex read / transitive association,Official LDBC SNB complex query with repeated person-knows-person traversal and profile expansion. It tests whether activated configurations preserve strong candidates under graph-like access.,available,complex_read,read,Person,7.0,4.0,3.0,0.5714285714,association,"['person_knows_person x3', 'person_is_located_in_place x1', 'person_study_at_organisation x1', 'person_work_at_organisation x1', 'organisation_is_located_in_place x1']",1.0,high,1.0,high,False,G0|G3,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries",G0|G3,2,G0|G3,,,ldbc_snb_ic1_g3_89a97e97,G3,Root document with references or denormalized summaries,primary,131.36169524441357,G3,ldbc_snb_ic1_g3_89a97e97,G3,Root document with references or denormalized summaries,primary,131.36169524441357,1,1,0.0,diagnostic_rows=1,"no_depth: top1=0.0, near=0.0, regret=0.1615, removed=G3; no_relationship_semantics: top1=0.0, near=0.0, regret=0.1615, removed=G3; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=0.1615, removed=G3; no_residual_traversal: top1=0.0, near=0.0, regret=0.1615, removed=G3; no_sharedness: top1=0.0, near=0.0, regret=0.1615, removed=G3; no_update_volatility: top1=0.0, near=0.0, regret=0.1615, removed=G3","The query is rooted at Person and has semantic profile `association` with Rc=7.00, D=4.00, Re=3.00, and DeltaRratio=0.57. The depth signal is important because the workload traverses several conceptual hops; removing depth from the activation logic should therefore make the selected space less reliable. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The sharedness signal warns against interpreting embedding as automatically best, because highly shared entities can create duplication and maintenance pressure. The measured hot-run winner is G3 (Root document with references or denormalized summaries) from the `primary` group, with p95=131.3617 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G3 (Root document with references or denormalized summaries), with p95=131.3617 ms."
ldbc_snb,IC1_TransitiveFriendsWithName,sf1,hot,official complex read / transitive association,Official LDBC SNB complex query with repeated person-knows-person traversal and profile expansion. It tests whether activated configurations preserve strong candidates under graph-like access.,available,complex_read,read,Person,7.0,4.0,3.0,0.5714285714,association,"['person_knows_person x3', 'person_is_located_in_place x1', 'person_study_at_organisation x1', 'person_work_at_organisation x1', 'organisation_is_located_in_place x1']",1.0,high,1.0,high,False,G0|G3,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries",G0|G3,2,G0|G3,,,ldbc_snb_ic1_g3_89a97e97,G3,Root document with references or denormalized summaries,primary,227.727482256887,G3,ldbc_snb_ic1_g3_89a97e97,G3,Root document with references or denormalized summaries,primary,227.727482256887,1,1,0.0,diagnostic_rows=1,"no_depth: top1=0.0, near=0.0, regret=0.1064, removed=G3; no_relationship_semantics: top1=0.0, near=0.0, regret=0.1064, removed=G3; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=0.1064, removed=G3; no_residual_traversal: top1=0.0, near=0.0, regret=0.1064, removed=G3; no_sharedness: top1=0.0, near=0.0, regret=0.1064, removed=G3; no_update_volatility: top1=0.0, near=0.0, regret=0.1064, removed=G3","The query is rooted at Person and has semantic profile `association` with Rc=7.00, D=4.00, Re=3.00, and DeltaRratio=0.57. The depth signal is important because the workload traverses several conceptual hops; removing depth from the activation logic should therefore make the selected space less reliable. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The sharedness signal warns against interpreting embedding as automatically best, because highly shared entities can create duplication and maintenance pressure. The measured hot-run winner is G3 (Root document with references or denormalized summaries) from the `primary` group, with p95=227.7275 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G3 (Root document with references or denormalized summaries), with p95=227.7275 ms."
ldbc_snb,IC1_TransitiveFriendsWithName,sf3,hot,official complex read / transitive association,Official LDBC SNB complex query with repeated person-knows-person traversal and profile expansion. It tests whether activated configurations preserve strong candidates under graph-like access.,available,complex_read,read,Person,7.0,4.0,3.0,0.5714285714,association,"['person_knows_person x3', 'person_is_located_in_place x1', 'person_study_at_organisation x1', 'person_work_at_organisation x1', 'organisation_is_located_in_place x1']",1.0,high,1.0,high,False,G0|G3,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries",G0|G3,2,G0|G3,,,ldbc_snb_ic1_g3_89a97e97,G3,Root document with references or denormalized summaries,primary,260.0222475040937,G3,ldbc_snb_ic1_g3_89a97e97,G3,Root document with references or denormalized summaries,primary,260.0222475040937,1,1,0.0,diagnostic_rows=1,"no_depth: top1=0.0, near=0.0, regret=0.0556, removed=G3; no_relationship_semantics: top1=0.0, near=0.0, regret=0.0556, removed=G3; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=0.0556, removed=G3; no_residual_traversal: top1=0.0, near=0.0, regret=0.0556, removed=G3; no_sharedness: top1=0.0, near=0.0, regret=0.0556, removed=G3; no_update_volatility: top1=0.0, near=0.0, regret=0.0556, removed=G3","The query is rooted at Person and has semantic profile `association` with Rc=7.00, D=4.00, Re=3.00, and DeltaRratio=0.57. The depth signal is important because the workload traverses several conceptual hops; removing depth from the activation logic should therefore make the selected space less reliable. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The sharedness signal warns against interpreting embedding as automatically best, because highly shared entities can create duplication and maintenance pressure. The measured hot-run winner is G3 (Root document with references or denormalized summaries) from the `primary` group, with p95=260.0222 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G3 (Root document with references or denormalized summaries), with p95=260.0222 ms."
ldbc_snb,IC5_NewGroups,sf0.1,hot,official complex read / association + containment mix,"Official LDBC SNB query mixing friendship, forum membership, forum containment, and posts. It is useful for showing why secondary affected families may win.",available,complex_read,read,Person,5.0,3.0,2.0,0.6000000000000001,association,"['person_knows_person x2', 'forum_has_member_person x1', 'forum_container_of_post x1', 'post_has_creator_person x1']",1.0,high,0.106448461162677,low,False,G0|G3|G4|G6|G7|G9,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries; G4: secondary / secondary / Associative-family baseline using explicit relationship documents. / associative / baseline / Associative relationship as explicit document; G6: secondary / secondary / Associative relation is volatile/shared and should be represented with references or reverse indexes. / associative / referenced_or_reverse_associative / Referenced or reverse-indexed associative pattern; G7: secondary / secondary / Containment-family baseline. / containment / baseline / Containment baseline; G9: secondary / secondary / Containment path has high sharedness, high volatility, or high residual traversal. / containment / hybrid_containment_candidate / Hybrid containment with references or summaries",G0|G3|G4|G6|G7|G9,6,G0|G3,G4|G6|G7|G9,,ldbc_snb_ic5_g7_a2002d4c,G7,Containment baseline,secondary_affected,135.32296839985065,G6|G7,ldbc_snb_ic5_g7_a2002d4c,G7,Containment baseline,secondary_affected,135.32296839985065,1,1,0.0,diagnostic_rows=1,"no_depth: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4; no_relationship_semantics: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4|G6; no_relationship_semantics_no_depth: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4|G6; no_residual_traversal: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4|G9; no_sharedness: top1=1.0, near=1.0, regret=0.0000, removed=G3|G6|G9; no_update_volatility: top1=0.0, near=1.0, regret=0.0402, removed=G3|G7|G9","The query is rooted at Person and has semantic profile `association` with Rc=5.00, D=3.00, Re=2.00, and DeltaRratio=0.60. This makes the case suitable for testing whether containment-aware or hybrid document candidates reduce traversal without introducing unnecessary cross-document joins. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The measured hot-run winner is G7 (Containment baseline) from the `secondary_affected` group, with p95=135.3230 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G7 (Containment baseline), with p95=135.3230 ms."
ldbc_snb,IC5_NewGroups,sf1,hot,official complex read / association + containment mix,"Official LDBC SNB query mixing friendship, forum membership, forum containment, and posts. It is useful for showing why secondary affected families may win.",available,complex_read,read,Person,5.0,3.0,2.0,0.6000000000000001,association,"['person_knows_person x2', 'forum_has_member_person x1', 'forum_container_of_post x1', 'post_has_creator_person x1']",1.0,high,0.106448461162677,low,False,G0|G3|G4|G6|G7|G9,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries; G4: secondary / secondary / Associative-family baseline using explicit relationship documents. / associative / baseline / Associative relationship as explicit document; G6: secondary / secondary / Associative relation is volatile/shared and should be represented with references or reverse indexes. / associative / referenced_or_reverse_associative / Referenced or reverse-indexed associative pattern; G7: secondary / secondary / Containment-family baseline. / containment / baseline / Containment baseline; G9: secondary / secondary / Containment path has high sharedness, high volatility, or high residual traversal. / containment / hybrid_containment_candidate / Hybrid containment with references or summaries",G0|G3|G4|G6|G7|G9,6,G0|G3,G4|G6|G7|G9,,ldbc_snb_ic5_g6_733601c1,G6,Referenced or reverse-indexed associative pattern,secondary_affected,176.75362160953227,G6|G7|G9,ldbc_snb_ic5_g6_733601c1,G6,Referenced or reverse-indexed associative pattern,secondary_affected,176.75362160953227,1,1,0.0,diagnostic_rows=1,"no_depth: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4; no_relationship_semantics: top1=0.0, near=1.0, regret=0.0227, removed=G3|G4|G6; no_relationship_semantics_no_depth: top1=0.0, near=1.0, regret=0.0227, removed=G3|G4|G6; no_residual_traversal: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4|G9; no_sharedness: top1=0.0, near=1.0, regret=0.0454, removed=G3|G6|G9; no_update_volatility: top1=1.0, near=1.0, regret=0.0000, removed=G3|G7|G9","The query is rooted at Person and has semantic profile `association` with Rc=5.00, D=3.00, Re=2.00, and DeltaRratio=0.60. This makes the case suitable for testing whether containment-aware or hybrid document candidates reduce traversal without introducing unnecessary cross-document joins. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The measured hot-run winner is G6 (Referenced or reverse-indexed associative pattern) from the `secondary_affected` group, with p95=176.7536 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G6 (Referenced or reverse-indexed associative pattern), with p95=176.7536 ms."
ldbc_snb,IC5_NewGroups,sf3,hot,official complex read / association + containment mix,"Official LDBC SNB query mixing friendship, forum membership, forum containment, and posts. It is useful for showing why secondary affected families may win.",available,complex_read,read,Person,5.0,3.0,2.0,0.6000000000000001,association,"['person_knows_person x2', 'forum_has_member_person x1', 'forum_container_of_post x1', 'post_has_creator_person x1']",1.0,high,0.106448461162677,low,False,G0|G3|G4|G6|G7|G9,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries; G4: secondary / secondary / Associative-family baseline using explicit relationship documents. / associative / baseline / Associative relationship as explicit document; G6: secondary / secondary / Associative relation is volatile/shared and should be represented with references or reverse indexes. / associative / referenced_or_reverse_associative / Referenced or reverse-indexed associative pattern; G7: secondary / secondary / Containment-family baseline. / containment / baseline / Containment baseline; G9: secondary / secondary / Containment path has high sharedness, high volatility, or high residual traversal. / containment / hybrid_containment_candidate / Hybrid containment with references or summaries",G0|G3|G4|G6|G7|G9,6,G0|G3,G4|G6|G7|G9,,ldbc_snb_ic5_g7_a2002d4c,G7,Containment baseline,secondary_affected,193.8014049548656,G6|G7|G9,ldbc_snb_ic5_g7_a2002d4c,G7,Containment baseline,secondary_affected,193.8014049548656,1,1,0.0,diagnostic_rows=1,"no_depth: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4; no_relationship_semantics: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4|G6; no_relationship_semantics_no_depth: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4|G6; no_residual_traversal: top1=1.0, near=1.0, regret=0.0000, removed=G3|G4|G9; no_sharedness: top1=1.0, near=1.0, regret=0.0000, removed=G3|G6|G9; no_update_volatility: top1=0.0, near=1.0, regret=0.0215, removed=G3|G7|G9","The query is rooted at Person and has semantic profile `association` with Rc=5.00, D=3.00, Re=2.00, and DeltaRratio=0.60. This makes the case suitable for testing whether containment-aware or hybrid document candidates reduce traversal without introducing unnecessary cross-document joins. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The measured hot-run winner is G7 (Containment baseline) from the `secondary_affected` group, with p95=193.8014 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G7 (Containment baseline), with p95=193.8014 ms."
ldbc_snb,IC7_RecentLikers,sf0.1,hot,official complex read / likes and friend check,"Official LDBC SNB query combining recent likes, message ownership, and friendship checks. It exposes association and associative-edge trade-offs.",available,complex_read,read,Person,5.0,2.0,3.0,0.4,association,"['post_has_creator_person x1', 'comment_has_creator_person x1', 'person_likes_post x1', 'person_likes_comment x1', 'person_knows_person x1']",1.0,high,0.106448461162677,low,False,G0|G3|G4|G6,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries; G4: secondary / secondary / Associative-family baseline using explicit relationship documents. / associative / baseline / Associative relationship as explicit document; G6: secondary / secondary / Associative relation is volatile/shared and should be represented with references or reverse indexes. / associative / referenced_or_reverse_associative / Referenced or reverse-indexed associative pattern",G0|G3|G4|G6,4,G0|G3,G4|G6,,ldbc_snb_ic7_g4_5de4a081,G4,Associative relationship as explicit document,secondary_affected,7.464429102401482,G4,ldbc_snb_ic7_g4_5de4a081,G4,Associative relationship as explicit document,secondary_affected,7.464429102401482,1,1,0.0,diagnostic_rows=1,"no_depth: top1=0.0, near=0.0, regret=0.3591, removed=G3|G4; no_relationship_semantics: top1=0.0, near=0.0, regret=0.3591, removed=G3|G4|G6; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=0.3591, removed=G3|G4|G6; no_residual_traversal: top1=0.0, near=0.0, regret=0.3591, removed=G3|G4; no_sharedness: top1=1.0, near=1.0, regret=0.0000, removed=G3|G6; no_update_volatility: top1=1.0, near=1.0, regret=0.0000, removed=G3","The query is rooted at Person and has semantic profile `association` with Rc=5.00, D=2.00, Re=3.00, and DeltaRratio=0.40. The query is not a pure lookup; it depends on relationship traversal, so relationship semantics are expected to influence which document configurations should be benchmarked. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The measured hot-run winner is G4 (Associative relationship as explicit document) from the `secondary_affected` group, with p95=7.4644 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G4 (Associative relationship as explicit document), with p95=7.4644 ms."
ldbc_snb,IC7_RecentLikers,sf1,hot,official complex read / likes and friend check,"Official LDBC SNB query combining recent likes, message ownership, and friendship checks. It exposes association and associative-edge trade-offs.",available,complex_read,read,Person,5.0,2.0,3.0,0.4,association,"['post_has_creator_person x1', 'comment_has_creator_person x1', 'person_likes_post x1', 'person_likes_comment x1', 'person_knows_person x1']",1.0,high,0.106448461162677,low,False,G0|G3|G4|G6,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries; G4: secondary / secondary / Associative-family baseline using explicit relationship documents. / associative / baseline / Associative relationship as explicit document; G6: secondary / secondary / Associative relation is volatile/shared and should be represented with references or reverse indexes. / associative / referenced_or_reverse_associative / Referenced or reverse-indexed associative pattern",G0|G3|G4|G6,4,G0|G3,G4|G6,,ldbc_snb_ic7_g3_d6d26f02,G3,Root document with references or denormalized summaries,primary,7.0093220987473615,G3,ldbc_snb_ic7_g3_d6d26f02,G3,Root document with references or denormalized summaries,primary,7.0093220987473615,1,1,0.0,diagnostic_rows=1,"no_depth: top1=0.0, near=0.0, regret=0.2653, removed=G3|G4; no_relationship_semantics: top1=0.0, near=0.0, regret=2.6478, removed=G3|G4|G6; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=2.6478, removed=G3|G4|G6; no_residual_traversal: top1=0.0, near=0.0, regret=0.2653, removed=G3|G4; no_sharedness: top1=0.0, near=0.0, regret=0.7492, removed=G3|G6; no_update_volatility: top1=0.0, near=0.0, regret=0.2653, removed=G3","The query is rooted at Person and has semantic profile `association` with Rc=5.00, D=2.00, Re=3.00, and DeltaRratio=0.40. The query is not a pure lookup; it depends on relationship traversal, so relationship semantics are expected to influence which document configurations should be benchmarked. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The measured hot-run winner is G3 (Root document with references or denormalized summaries) from the `primary` group, with p95=7.0093 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G3 (Root document with references or denormalized summaries), with p95=7.0093 ms."
ldbc_snb,IC7_RecentLikers,sf3,hot,official complex read / likes and friend check,"Official LDBC SNB query combining recent likes, message ownership, and friendship checks. It exposes association and associative-edge trade-offs.",available,complex_read,read,Person,5.0,2.0,3.0,0.4,association,"['post_has_creator_person x1', 'comment_has_creator_person x1', 'person_likes_post x1', 'person_likes_comment x1', 'person_knows_person x1']",1.0,high,0.106448461162677,low,False,G0|G3|G4|G6,"G0: primary / primary / Association-family baseline root document. / association / baseline / Root document with referenced associations; G3: primary / primary / Association path has high sharedness, high volatility, deep traversal, or residual traversal. / association / reference_or_summary_candidate / Root document with references or denormalized summaries; G4: secondary / secondary / Associative-family baseline using explicit relationship documents. / associative / baseline / Associative relationship as explicit document; G6: secondary / secondary / Associative relation is volatile/shared and should be represented with references or reverse indexes. / associative / referenced_or_reverse_associative / Referenced or reverse-indexed associative pattern",G0|G3|G4|G6,4,G0|G3,G4|G6,,ldbc_snb_ic7_g4_5de4a081,G4,Associative relationship as explicit document,secondary_affected,8.036814247316215,G4,ldbc_snb_ic7_g4_5de4a081,G4,Associative relationship as explicit document,secondary_affected,8.036814247316215,1,1,0.0,diagnostic_rows=1,"no_depth: top1=0.0, near=0.0, regret=0.2104, removed=G3|G4; no_relationship_semantics: top1=0.0, near=0.0, regret=0.2104, removed=G3|G4|G6; no_relationship_semantics_no_depth: top1=0.0, near=0.0, regret=0.2104, removed=G3|G4|G6; no_residual_traversal: top1=0.0, near=0.0, regret=0.2104, removed=G3|G4; no_sharedness: top1=1.0, near=1.0, regret=0.0000, removed=G3|G6; no_update_volatility: top1=1.0, near=1.0, regret=0.0000, removed=G3","The query is rooted at Person and has semantic profile `association` with Rc=5.00, D=2.00, Re=3.00, and DeltaRratio=0.40. The query is not a pure lookup; it depends on relationship traversal, so relationship semantics are expected to influence which document configurations should be benchmarked. Because Re is greater than zero, some traversal remains after the selected document abstraction; this explains why reference, reverse-index, explicit-edge, or hybrid candidates may still be competitive. The update-volatility signal is relevant here; a good result for a reference or hybrid class means that SchemaLens is capturing the maintenance cost of overly embedded designs, not only read locality. The measured hot-run winner is G4 (Associative relationship as explicit document) from the `secondary_affected` group, with p95=8.0368 ms. SchemaLens preserved the measured Top-1 configuration, so this case supports the claim that the activation matrix keeps the relevant winner inside the reduced benchmark space. The best SchemaLens-selected configuration was G4 (Associative relationship as explicit document), with p95=8.0368 ms."
