dataset,scale_label,query_name,run_phase,query_scale_phase_id,ablation_variant,availability_status,selected_g_classes,selected_config_count,removed_g_classes,removal_reasons,global_best_config_id,global_best_g_class,global_best_p95,ablation_best_config_id,ablation_best_g_class,ablation_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,rule_note
ldbc_snb,sf3,IS5_CreatorOfMessage,cold,ldbc_snb::sf3::IS5_CreatorOfMessage::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_is5_g3_f332352f,G3,0.6194967543706297,ldbc_snb_is5_g0_0e8582ef,G0,6.690113269723941,0.0,1.0,0.0,9.799270896133558,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf3,IS5_CreatorOfMessage,cold,ldbc_snb::sf3::IS5_CreatorOfMessage::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_is5_g3_f332352f,G3,0.6194967543706297,ldbc_snb_is5_g0_0e8582ef,G0,6.690113269723941,0.0,1.0,0.0,9.799270896133558,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,2.206398081034421,ldbc_snb_ins4_g0_63b0def3,G0,21.94217273499813,0.0,1.0,0.0,8.944793246335234,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g3_b5f0ac72,G3,2.206398081034421,ldbc_snb_ins4_g0_63b0def3,G0,21.94217273499813,0.0,1.0,0.0,8.944793246335234,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g3_b5f0ac72,G3,2.206398081034421,ldbc_snb_ins4_g0_63b0def3,G0,21.94217273499813,0.0,1.0,0.0,8.944793246335234,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,2.206398081034421,ldbc_snb_ins4_g0_63b0def3,G0,21.94217273499813,0.0,1.0,0.0,8.944793246335234,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,2.206398081034421,ldbc_snb_ins4_g0_63b0def3,G0,21.94217273499813,0.0,1.0,0.0,8.944793246335234,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,INS4_AddForum,cold,ldbc_snb::sf1::INS4_AddForum::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,2.206398081034421,ldbc_snb_ins4_g0_63b0def3,G0,21.94217273499813,0.0,1.0,0.0,8.944793246335234,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf3,INS4_AddForum,cold,ldbc_snb::sf3::INS4_AddForum::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,3.529891325160861,ldbc_snb_ins4_g0_63b0def3,G0,33.332320302724774,0.0,1.0,0.0,8.442874364186208,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf3,INS4_AddForum,cold,ldbc_snb::sf3::INS4_AddForum::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g3_b5f0ac72,G3,3.529891325160861,ldbc_snb_ins4_g0_63b0def3,G0,33.332320302724774,0.0,1.0,0.0,8.442874364186208,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf3,INS4_AddForum,cold,ldbc_snb::sf3::INS4_AddForum::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_ins4_g3_b5f0ac72,G3,3.529891325160861,ldbc_snb_ins4_g0_63b0def3,G0,33.332320302724774,0.0,1.0,0.0,8.442874364186208,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf3,INS4_AddForum,cold,ldbc_snb::sf3::INS4_AddForum::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,3.529891325160861,ldbc_snb_ins4_g0_63b0def3,G0,33.332320302724774,0.0,1.0,0.0,8.442874364186208,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf3,INS4_AddForum,cold,ldbc_snb::sf3::INS4_AddForum::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,3.529891325160861,ldbc_snb_ins4_g0_63b0def3,G0,33.332320302724774,0.0,1.0,0.0,8.442874364186208,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf3,INS4_AddForum,cold,ldbc_snb::sf3::INS4_AddForum::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_ins4_g3_b5f0ac72,G3,3.529891325160861,ldbc_snb_ins4_g0_63b0def3,G0,33.332320302724774,0.0,1.0,0.0,8.442874364186208,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS2_AddLikeToPost,cold,ldbc_snb::sf1::INS2_AddLikeToPost::cold,no_sharedness,available,G4,1,G6,G6:removed_sharedness_sensitive_g_class,ldbc_snb_ins2_g6_f226f1c0,G6,0.7011896697804332,ldbc_snb_ins2_g4_9fb1f96c,G4,6.085406057536592,0.0,1.0,0.0,7.6786875503202205,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,IS1_ProfileOfPerson,cold,ldbc_snb::sf1::IS1_ProfileOfPerson::cold,no_depth,available,G0,1,G3,G3:removed_depth_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.3077576868236062,ldbc_snb_is1_g0_edd90ee3,G0,2.662197244353588,0.0,1.0,0.0,7.650303008936533,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
ldbc_snb,sf1,IS1_ProfileOfPerson,cold,ldbc_snb::sf1::IS1_ProfileOfPerson::cold,no_relationship_semantics,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is1_g3_6c817501,G3,0.3077576868236062,ldbc_snb_is1_g0_edd90ee3,G0,2.662197244353588,0.0,1.0,0.0,7.650303008936533,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,IS1_ProfileOfPerson,cold,ldbc_snb::sf1::IS1_ProfileOfPerson::cold,no_relationship_semantics_no_depth,available,G0,1,G3,G3:removed_semantic_g_class,ldbc_snb_is1_g3_6c817501,G3,0.3077576868236062,ldbc_snb_is1_g0_edd90ee3,G0,2.662197244353588,0.0,1.0,0.0,7.650303008936533,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
ldbc_snb,sf1,IS1_ProfileOfPerson,cold,ldbc_snb::sf1::IS1_ProfileOfPerson::cold,no_residual_traversal,available,G0,1,G3,G3:removed_residual_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.3077576868236062,ldbc_snb_is1_g0_edd90ee3,G0,2.662197244353588,0.0,1.0,0.0,7.650303008936533,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
ldbc_snb,sf1,IS1_ProfileOfPerson,cold,ldbc_snb::sf1::IS1_ProfileOfPerson::cold,no_sharedness,available,G0,1,G3,G3:removed_sharedness_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.3077576868236062,ldbc_snb_is1_g0_edd90ee3,G0,2.662197244353588,0.0,1.0,0.0,7.650303008936533,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
ldbc_snb,sf1,IS1_ProfileOfPerson,cold,ldbc_snb::sf1::IS1_ProfileOfPerson::cold,no_update_volatility,available,G0,1,G3,G3:removed_update_activation_evidence,ldbc_snb_is1_g3_6c817501,G3,0.3077576868236062,ldbc_snb_is1_g0_edd90ee3,G0,2.662197244353588,0.0,1.0,0.0,7.650303008936533,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf1,QG4_AllPersonsOfTypeForWatchItem,cold,imdb::sf1::QG4_AllPersonsOfTypeForWatchItem::cold,no_relationship_semantics_no_depth,available,G0,1,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,watchitem_g5,G5,0.5805842018162365,watchitem_g0,G0,4.74525385216111,0.0,0.0,0.0,7.173239708067449,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf1,QG4_AllPersonsOfTypeForWatchItem,cold,imdb::sf1::QG4_AllPersonsOfTypeForWatchItem::cold,no_relationship_semantics,available,G0|G4,2,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,watchitem_g5,G5,0.5805842018162365,watchitem_g4,G4,4.625766352546633,0.0,0.0,0.0,6.967434074292564,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
ldbc_snb,sf1,INS7_AddComment,cold,ldbc_snb::sf1::INS7_AddComment::cold,no_update_volatility,available,G0,1,G3|G7|G9,G3:removed_update_activation_evidence; G7:removed_update_sensitive_g_class; G9:removed_update_activation_evidence,ldbc_snb_ins7_g7_c86de251,G7,0.9729030774906277,ldbc_snb_ins7_g0_1f628fad,G0,7.588780368678262,0.0,0.0,0.0,6.800140162216074,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf3,INS7_AddComment,cold,ldbc_snb::sf3::INS7_AddComment::cold,no_update_volatility,available,G0,1,G3|G7|G9,G3:removed_update_activation_evidence; G7:removed_update_sensitive_g_class; G9:removed_update_activation_evidence,ldbc_snb_ins7_g3_e7300dd8,G3,2.971577853895724,ldbc_snb_ins7_g0_1f628fad,G0,20.51340267062184,0.0,0.0,0.0,5.903202163701978,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
ldbc_snb,sf1,INS6_AddPost,cold,ldbc_snb::sf1::INS6_AddPost::cold,no_update_volatility,available,G0,1,G3|G7|G9,G3:removed_update_activation_evidence; G7:removed_update_sensitive_g_class; G9:removed_update_activation_evidence,ldbc_snb_ins6_g7_2ba4aefb,G7,1.7689457163214684,ldbc_snb_ins6_g0_50983b9d,G0,10.686469241045398,0.0,0.0,0.0,5.041151598064843,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
